pid,census_raw_id,city,state,fips_place,fiscal_year,population,population_year,full_census_year,total_expenditure_usd,general_expenditure_usd,direct_general_expenditure_usd,general_ex_education_usd,education_usd,county_like_functions_usd,police_usd,police_current_ops_usd,police_capital_usd,fire_usd,fire_current_ops_usd,fire_capital_usd,police_intergov_usd,fire_intergov_usd,enterprise_usd,health_usd,core_municipal_expenditure_usd,police_flags,fire_flags,unit_imputed_share,n_items,record_complete,police_pct_general,police_pct_total,police_pct_general_ex_edu,police_pct_core,fire_pct_general,fire_pct_total,fire_pct_general_ex_edu,fire_pct_core,police_fire_pct_general,police_fire_pct_total,police_fire_pct_general_ex_edu,police_fire_pct_core
209096,36207700100000,Akron,OH,01000,2012,197542,2016,True,369105000,337785000,329948000,337785000,0,8079000,33795000,33744000,51000,25801000,25781000,20000,0,0,528000,5327000,323851000,R,R,0.0,77,True,10.0,9.16,10.0,10.44,7.64,6.99,7.64,7.97,17.64,16.15,17.64,18.4
209170,37205501500000,Oklahoma,OK,55000,2012,631346,2016,True,1030626000,835103000,813996000,813996000,21107000,0,154444000,154427000,17000,133279000,133113000,166000,0,0,49998000,7868000,756130000,R,R,0.0,100,True,18.49,14.99,18.97,20.43,15.96,12.93,16.37,17.63,34.45,27.92,35.35,38.05
209519,43207500200000,Murfreesboro,TN,51560,2012,126118,2016,True,333246000,171894000,171888000,102927000,68967000,122000,22881000,22395000,486000,14344000,14126000,218000,6000,0,1339000,0,101466000,R,R,0.056,93,True,13.31,6.87,22.23,22.55,8.34,4.3,13.94,14.14,21.66,11.17,36.17,36.69
209555,44204300100000,Allen,TX,01924,2012,98143,2016,True,142505000,125075000,118881000,125075000,0,0,18815000,15565000,3250000,16328000,10850000,5478000,639000,0,0,247000,124828000,R,R,0.018,73,True,15.04,13.2,15.04,15.07,13.05,11.46,13.05,13.08,28.1,24.66,28.1,28.15
209562,44206100200000,Denton,TX,19972,2012,131044,2016,True,316200000,149090000,149090000,149090000,0,0,21904000,21856000,48000,20905000,20905000,0,0,0,1760000,880000,146450000,R,R,0.0,81,True,14.69,6.93,14.69,14.96,14.02,6.61,14.02,14.27,28.71,13.54,28.71,29.23
209712,47210100100000,Alexandria,VA,01000,2012,153511,2016,True,722418000,697889000,697200000,451756000,246133000,57100000,67015000,51293000,15722000,45356000,35516000,9840000,0,0,0,41632000,353024000,R,R,0.0,106,True,9.6,9.28,14.83,18.98,6.5,6.28,10.04,12.85,16.1,15.55,24.87,31.83
209777,50201301100000,Madison,WI,48000,2012,248951,2016,True,546301000,469260000,453549000,469260000,0,0,67929000,63427000,4502000,44118000,43797000,321000,0,0,0,10214000,459046000,R,R,0.0,81,True,14.48,12.43,14.48,14.8,9.4,8.08,9.4,9.61,23.88,20.51,23.88,24.41
211207,05203000400000,Costa Mesa,CA,16532,2012,113204,2016,True,111939000,111939000,111939000,111939000,0,0,37408000,35133000,2275000,18969000,18741000,228000,0,0,0,1142000,110797000,R,R,0.0,60,True,33.42,33.42,33.42,33.76,16.95,16.95,16.95,17.12,50.36,50.36,50.36,50.88
211212,05203700200000,Chula Vista,CA,13392,2012,265757,2016,True,253316000,246982000,229961000,246982000,0,0,50943000,47030000,3913000,23997000,22490000,1507000,0,0,0,2251000,244731000,R,R,0.0,64,True,20.63,20.11,20.63,20.82,9.72,9.47,9.72,9.81,30.34,29.58,30.34,30.62
211214,05203900400000,Stockton,CA,75000,2012,305658,2016,True,453264000,375000000,375000000,375000000,0,0,94492000,94492000,0,46401000,46401000,0,0,0,0,2215000,372785000,R,R,0.0,61,True,25.2,20.85,25.2,25.35,12.37,10.24,12.37,12.45,37.57,31.08,37.57,37.79
211215,05204100500000,Daly,CA,17918,2012,106562,2016,True,127503000,109659000,105305000,109659000,0,0,27260000,27110000,150000,15117000,15117000,0,761000,0,0,533000,109126000,R,R,0.0,67,True,24.86,21.38,24.86,24.98,13.79,11.86,13.79,13.85,38.64,33.24,38.64,38.83
211253,38203400600000,Hillsboro,OR,34100,2012,102347,2016,True,144380000,124846000,105081000,124846000,0,0,24937000,24851000,86000,16884000,16827000,57000,0,0,0,0,124846000,R,R,0.0,68,True,19.97,17.27,19.97,19.97,13.52,11.69,13.52,13.52,33.5,28.97,33.5,33.5
211254,38202600300000,Portland,OR,59000,2012,632309,2016,True,1451837000,1280835000,1280835000,1280835000,0,0,172980000,170496000,2484000,96689000,94896000,1793000,0,0,0,0,1280835000,R,R,0.0,81,True,13.51,11.91,13.51,13.51,7.55,6.66,7.55,7.55,21.05,18.57,21.05,21.05
211654,06200100700000,Westminster,CO,83835,2012,113130,2016,True,178102000,145271000,145271000,145271000,0,0,20247000,19463000,784000,12351000,11225000,1126000,0,0,0,0,145271000,R,R,0.0,81,True,13.94,11.37,13.94,13.94,8.5,6.93,8.5,8.5,22.44,18.3,22.44,22.44
211981,05203770300000,Vista,CA,82996,2012,100890,2016,True,117133000,117133000,99582000,117133000,0,0,0,0,0,13558000,13549000,9000,17551000,0,0,4451000,112682000,-,R,0.0,58,False,,,,,,,,,,,,
212090,37207201000000,Tulsa,OK,75000,2012,403505,2016,True,836103000,712633000,711806000,712633000,0,15049000,87148000,82530000,4618000,70326000,63336000,6990000,0,0,49956000,62640000,584988000,R,R,0.0,96,True,12.23,10.42,12.23,14.9,9.87,8.41,9.87,12.02,22.1,18.83,22.1,26.92
212209,06200330100000,Centennial,CO,12815,2012,109741,2016,True,66644000,66644000,46346000,66644000,0,0,0,0,0,0,0,0,19950000,0,0,0,66644000,-,-,0.101,44,False,,,,,,,,,,,,
212231,44205701200000,Garland,TX,29000,2012,236897,2016,True,456175000,234867000,234867000,234867000,0,0,45834000,44546000,1288000,27956000,27956000,0,0,0,0,3141000,231726000,R,R,0.0,75,True,19.51,10.05,19.51,19.78,11.9,6.13,11.9,12.06,31.42,16.18,31.42,31.84
212233,44215200200000,Lubbock,TX,45000,2012,249042,2016,True,751875000,310290000,310169000,310290000,0,0,50302000,50174000,128000,34832000,33832000,1000000,121000,0,23887000,5658000,280745000,R,R,0.0,101,True,16.21,6.69,16.21,17.92,11.23,4.63,11.23,12.41,27.44,11.32,27.44,30.32
212234,44205702100000,Richardson,TX,61796,2012,110815,2016,True,205362000,174698000,174698000,174698000,0,0,23914000,22566000,1348000,16531000,16531000,0,0,0,0,1872000,172826000,R,R,0.0,60,True,13.69,11.64,13.69,13.84,9.46,8.05,9.46,9.57,23.15,19.69,23.15,23.4
213591,48203201300000,Spokane Valley,WA,67167,2012,94919,2016,True,44605000,44605000,24154000,44605000,0,1092000,171000,152000,19000,0,0,0,16510000,0,0,314000,43199000,R,-,0.0,51,True,0.38,0.38,0.38,0.4,0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.4
214783,10201310100000,Miami Gardens,FL,45060,2012,113187,2016,True,85344000,85344000,85344000,85344000,0,0,31268000,30959000,309000,0,0,0,0,0,0,0,85344000,R,-,0.0,48,True,36.64,36.64,36.64,36.64,0.0,0.0,0.0,0.0,36.64,36.64,36.64,36.64
216510,11206010100000,Sandy Springs,GA,68516,2012,105330,2016,True,75215000,75215000,74858000,75215000,0,789000,17291000,15002000,2289000,10134000,9594000,540000,0,0,0,0,74426000,R,R,0.0,53,True,22.99,22.99,22.99,23.23,13.47,13.47,13.47,13.62,36.46,36.46,36.46,36.85
225038,01203700300000,Birmingham,AL,07000,2012,212461,2016,True,672001000,473658000,473658000,473658000,0,1527000,78166000,78166000,0,56856000,56856000,0,0,0,0,0,472131000,R,R,0.052,62,True,16.5,11.63,16.5,16.56,12.0,8.46,12.0,12.04,28.51,20.09,28.51,28.6
225767,07200100600000,Stamford,CT,73000,2012,128874,2016,True,551631000,551560000,551359000,287541000,264019000,15024000,56085000,56085000,0,41320000,41320000,0,0,0,0,22307000,250210000,R,R,0.0,72,True,10.17,10.17,19.51,22.42,7.49,7.49,14.37,16.51,17.66,17.66,33.88,38.93
228280,05203310400000,Jurupa Valley,CA,37692,2012,100314,2016,True,4330000,4330000,4330000,4330000,0,0,581000,581000,0,0,0,0,0,0,0,0,4330000,R,-,0.0,15,False,,,,,,,,,,,,
100091,01205100100000,Montgomery,AL,51000,2013,200602,2016,False,224284000,215723000,208335000,215723000,0,0,52223000,47175000,5048000,31305000,31149000,156000,0,0,0,0,215723000,R,R,0.0,72,True,24.21,23.28,24.21,24.21,14.51,13.96,14.51,14.51,38.72,37.24,38.72,38.72
100249,03200700300000,Chandler,AZ,12000,2013,260828,2016,False,414412000,367610000,367610000,367610000,0,0,63325000,62523000,802000,28190000,28190000,0,0,0,1446000,0,366164000,R,R,0.0,60,True,17.23,15.28,17.23,17.29,7.67,6.8,7.67,7.7,24.89,22.08,24.89,24.99
100250,03200700800000,Mesa,AZ,46000,2013,471825,2016,False,819077000,608254000,608254000,608254000,0,3237000,165893000,145696000,20197000,77882000,59859000,18023000,0,0,5117000,0,599900000,R,R,0.0,90,True,27.27,20.25,27.27,27.65,12.8,9.51,12.8,12.98,40.08,29.76,40.08,40.64
100251,03200750200000,Surprise,AZ,71510,2013,128422,2016,False,114862000,106290000,106290000,106290000,0,0,19528000,19383000,145000,14631000,14631000,0,0,0,0,0,106290000,R,R,0.005,47,True,18.37,17.0,18.37,18.37,13.77,12.74,13.77,13.77,32.14,29.74,32.14,32.14
100435,04206000400000,Little Rock,AR,41000,2013,197992,2016,False,420273000,407011000,407011000,407011000,0,0,69498000,62913000,6585000,46728000,42589000,4139000,0,0,55286000,23749000,327976000,R,R,0.0,84,True,17.08,16.54,17.08,21.19,11.48,11.12,11.48,14.25,28.56,27.65,28.56,35.44
100689,05201904800000,West Covina,CA,84200,2013,108484,2016,False,79733000,77695000,77695000,77695000,0,0,28741000,28268000,473000,16274000,16271000,3000,0,0,0,2121000,75574000,R,R,0.058,50,True,36.99,36.05,36.99,38.03,20.95,20.41,20.95,21.53,57.94,56.46,57.94,59.56
100709,05203000900000,Huntington Beach,CA,36000,2013,201899,2016,False,314501000,274911000,274911000,274911000,0,0,80940000,80270000,670000,40584000,39467000,1117000,0,0,220000,6362000,268329000,R,R,0.0,64,True,29.44,25.74,29.44,30.16,14.76,12.9,14.76,15.12,44.2,38.64,44.2,45.29
100711,05203001600000,Santa Ana,CA,69000,2013,335400,2016,False,407052000,364272000,364272000,364272000,0,0,110641000,110641000,0,45654000,45654000,0,0,0,0,11578000,352694000,R,R,0.0,65,True,30.37,27.18,30.37,31.37,12.53,11.22,12.53,12.94,42.91,38.4,42.91,44.31
100719,05203320100000,Murrieta,CA,50076,2013,109830,2016,False,73867000,73867000,73867000,73867000,0,0,26263000,23096000,3167000,0,0,0,0,0,0,0,73867000,R,-,0.0,48,True,35.55,35.55,35.55,35.55,0.0,0.0,0.0,0.0,35.55,35.55,35.55,35.55
100745,05204301200000,San Jose,CA,68000,2013,1026908,2016,False,1406458000,1361093000,1349953000,1361093000,0,0,215537000,212100000,3437000,115907000,108574000,7333000,0,0,73249000,3541000,1284303000,R,R,0.0,97,True,15.84,15.32,15.84,16.78,8.52,8.24,8.52,9.02,24.35,23.57,24.35,25.81
100750,05204800300000,Fairfield,CA,23182,2013,112970,2016,False,172751000,118496000,117710000,118496000,0,0,33309000,32433000,876000,14266000,13831000,435000,0,0,0,1554000,116942000,R,R,0.0,65,True,28.11,19.28,28.11,28.48,12.04,8.26,12.04,12.2,40.15,27.54,40.15,40.68
101409,06203500300000,Fort Collins,CO,27425,2013,161175,2016,False,389550000,239573000,218689000,239573000,0,0,36119000,34670000,1449000,0,0,0,118000,19336000,85000,0,239488000,R,-,0.0,80,True,15.08,9.27,15.08,15.08,0.0,0.0,0.0,0.0,15.08,9.27,15.08,15.08
101696,07200500800000,Waterbury,CT,80000,2013,108802,2016,False,609808000,596753000,587746000,250744000,346009000,3684000,32167000,28968000,3199000,18607000,18607000,0,0,0,0,3091000,243969000,R,R,0.0,77,True,5.39,5.27,12.83,13.18,3.12,3.05,7.42,7.63,8.51,8.33,20.25,20.81
101927,10200600900000,Miramar,FL,45975,2013,137132,2016,False,164164000,146643000,146643000,146643000,0,0,40690000,39930000,760000,23252000,21107000,2145000,0,0,0,0,146643000,R,R,0.0,75,True,27.75,24.79,27.75,27.75,15.86,14.16,15.86,15.86,43.6,38.95,43.6,43.6
101942,10201600300000,Jacksonville,FL,35000,2013,868031,2016,False,3747467000,1845398000,1720690000,1845398000,0,93002000,285272000,280742000,4530000,157863000,155744000,2119000,1089000,0,171662000,50412000,1530322000,R,R,0.0,134,True,15.46,7.61,15.46,18.64,8.55,4.21,8.55,10.32,24.01,11.82,24.01,28.96
102163,11201100100000,Macon-Bibb County,GA,49008,2013,153515,2016,False,118257000,116513000,110987000,116513000,0,505000,23259000,19694000,3565000,22699000,21573000,1126000,0,0,1534000,0,114474000,R,R,0.0,76,True,19.96,19.67,19.96,20.32,19.48,19.19,19.48,19.83,39.44,38.86,39.44,40.15
102716,14204500700000,Elgin,IL,23074,2013,112111,2016,False,152646000,128807000,128807000,128807000,0,0,35202000,34561000,641000,23858000,23354000,504000,0,0,0,0,128807000,R,R,0.0,66,True,27.33,23.06,27.33,27.33,18.52,15.63,18.52,18.52,45.85,38.69,45.85,45.85
102882,14210100600000,Rockford,IL,65000,2013,148276,2016,False,213441000,191556000,190405000,191556000,0,16432000,45624000,45624000,0,45393000,41866000,3527000,0,0,0,0,175124000,R,R,0.0,67,True,23.82,21.38,23.82,26.05,23.7,21.27,23.7,25.92,47.51,42.64,47.51,51.97
103799,15202900500000,Fishers,IN,23278,2013,88658,2016,False,41814000,41814000,41814000,41814000,0,0,7252000,7231000,21000,8508000,8484000,24000,0,0,0,0,41814000,R,R,0.0,45,True,17.34,17.34,17.34,17.34,20.35,20.35,20.35,20.35,37.69,37.69,37.69,37.69
106055,22200500500000,Lynn,MA,37490,2013,92457,2016,False,346331000,344422000,338299000,140911000,203511000,1107000,20365000,20365000,0,16748000,16748000,0,0,0,0,74000,139730000,R,R,0.557,67,True,5.91,5.88,14.45,14.57,4.86,4.84,11.89,11.99,10.78,10.72,26.34,26.56
106061,22200700300000,Springfield,MA,67000,2013,154341,2016,False,680183000,677822000,672220000,188646000,489176000,3504000,37100000,37078000,22000,18840000,18835000,5000,0,0,0,1324000,183818000,R,R,0.604,70,True,5.47,5.45,19.67,20.18,2.78,2.77,9.99,10.25,8.25,8.22,29.65,30.43
106079,22201400400000,Worcester,MA,82000,2013,184815,2016,False,760630000,735022000,721337000,341128000,393894000,0,42243000,42205000,38000,32940000,32899000,41000,0,0,0,372000,340756000,R,R,0.474,92,True,5.75,5.55,12.38,12.4,4.48,4.33,9.66,9.67,10.23,9.88,22.04,22.06
108127,27205600100000,Billings,MT,06550,2013,110263,2016,False,162544000,134762000,134762000,134762000,0,0,19410000,19000000,410000,15503000,15300000,203000,0,0,12092000,787000,121883000,R,R,0.0,79,True,14.4,11.94,14.4,15.93,11.5,9.54,11.5,12.72,25.91,21.48,25.91,28.64
108910,29201600200000,Sparks,NV,68400,2013,96094,2016,False,88736000,88736000,88736000,88736000,0,0,19824000,19824000,0,14706000,14676000,30000,0,0,0,0,88736000,R,R,0.0,43,True,22.34,22.34,22.34,22.34,16.57,16.57,16.57,16.57,38.91,38.91,38.91,38.91
109593,33206002800000,Yonkers,NY,84000,2013,201116,2016,False,1003931000,983602000,975350000,457266000,526336000,0,79968000,79174000,794000,57879000,57240000,639000,0,0,0,609000,456657000,R,R,0.0,70,True,8.13,7.97,17.49,17.51,5.88,5.77,12.66,12.67,14.01,13.73,30.15,30.19
110047,34201300100000,Concord,NC,14100,2013,87696,2016,False,199027000,102312000,102279000,102312000,0,0,17348000,16935000,413000,15201000,14787000,414000,0,0,13740000,33000,88539000,R,R,0.0,85,True,16.96,8.72,16.96,19.59,14.86,7.64,14.86,17.17,31.81,16.35,31.81,36.76
112811,40200400400000,Providence,RI,59000,2013,179207,2016,False,835937000,754334000,753142000,349963000,404371000,0,80254000,80254000,0,67420000,67420000,0,0,0,0,0,349963000,R,R,0.0,63,True,10.64,9.6,22.93,22.93,8.94,8.07,19.26,19.26,19.58,17.67,42.2,42.2
114311,45201800900000,West Jordan,UT,82950,2013,111946,2016,False,76359000,62731000,62731000,62731000,0,0,13896000,13896000,0,9449000,9449000,0,0,0,0,0,62731000,R,R,0.0,49,True,22.15,18.2,22.15,22.15,15.06,12.37,15.06,15.06,37.21,30.57,37.21,37.21
114563,47210570100000,Chesapeake,VA,16000,2013,235429,2016,False,945493000,892322000,882240000,440650000,451672000,77060000,39286000,39120000,166000,39697000,39692000,5000,0,0,788000,12910000,349892000,R,R,0.0,102,True,4.4,4.16,8.92,11.23,4.45,4.2,9.01,11.35,8.85,8.35,17.92,22.57
114624,48201700400000,Bellevue,WA,05210,2013,139820,2016,False,288462000,249393000,241384000,249393000,0,2712000,27834000,27801000,33000,16195000,15342000,853000,2707000,0,0,17137000,229544000,R,R,0.0,81,True,11.16,9.65,11.16,12.13,6.49,5.61,6.49,7.06,17.65,15.26,17.65,19.18
122748,03200700700000,Goodyear,AZ,28380,2013,79003,2016,False,121361000,108214000,108214000,108214000,0,0,15486000,15486000,0,12332000,12332000,0,0,0,0,0,108214000,R,R,0.0,46,True,14.31,12.76,14.31,14.31,11.4,10.16,11.4,11.4,25.71,22.92,25.71,25.71
123092,05200100300000,Berkeley,CA,06000,2013,120972,2016,False,292292000,292292000,291677000,292292000,0,0,55583000,55582000,1000,23837000,22657000,1180000,0,0,0,30690000,261602000,R,R,0.0,67,True,19.02,19.02,19.02,21.25,8.16,8.16,8.16,9.11,27.17,27.17,27.17,30.36
123093,05200100900000,Oakland,CA,53000,2013,419267,2016,False,1602882000,1602882000,1602882000,1602882000,0,0,210945000,209102000,1843000,102479000,101688000,791000,0,0,259297000,71628000,1271957000,R,R,0.0,87,True,13.16,13.16,13.16,16.58,6.39,6.39,6.39,8.06,19.55,19.55,19.55,24.64
123096,05200700100000,Antioch,CA,02252,2013,110542,2016,False,87549000,62861000,61868000,62861000,0,0,26142000,26142000,0,0,0,0,0,0,0,1433000,61428000,R,-,0.0,60,True,41.59,29.86,41.59,42.56,0.0,0.0,0.0,0.0,41.59,29.86,41.59,42.56
123110,05201902200000,Inglewood,CA,36546,2013,111666,2016,False,170747000,149652000,149652000,149652000,0,0,30757000,30757000,0,11251000,11251000,0,0,0,0,2253000,147399000,R,R,0.055,58,True,20.55,18.01,20.55,20.87,7.52,6.59,7.52,7.63,28.07,24.6,28.07,28.5
123117,05201950600000,Norwalk,CA,52526,2013,107140,2016,False,99802000,76500000,66721000,76500000,0,0,13281000,13281000,0,0,0,0,9779000,0,0,4733000,71767000,R,-,0.046,56,True,17.36,13.31,17.36,18.51,0.0,0.0,0.0,0.0,17.36,13.31,17.36,18.51
123137,05203100500000,Roseville,CA,62938,2013,130269,2016,False,489845000,304694000,304694000,304694000,0,0,28191000,28172000,19000,25434000,24929000,505000,0,0,0,0,304694000,R,R,0.0,74,True,9.25,5.76,9.25,9.25,8.35,5.19,8.35,8.35,17.6,10.95,17.6,17.6
123146,05203600900000,Rialto,CA,60466,2013,103132,2016,False,104922000,91069000,91069000,91069000,0,0,25328000,24296000,1032000,9263000,9159000,104000,0,0,344000,4263000,86462000,R,R,0.0,57,True,27.81,24.14,27.81,29.29,10.17,8.83,10.17,10.71,37.98,32.97,37.98,40.01
123157,05204101200000,San Mateo,CA,68252,2013,103536,2016,False,133563000,133563000,133563000,133563000,0,0,28814000,28234000,580000,19987000,18963000,1024000,0,0,0,606000,132957000,R,R,0.0,69,True,21.57,21.57,21.57,21.67,14.96,14.96,14.96,15.03,36.54,36.54,36.54,36.7
123165,05205400600000,Visalia,CA,82954,2013,130104,2016,False,155764000,141737000,141737000,141737000,0,0,26886000,26626000,260000,12247000,12210000,37000,0,0,2555000,1101000,138081000,R,R,0.0,62,True,18.97,17.26,18.97,19.47,8.64,7.86,8.64,8.87,27.61,25.12,27.61,28.34
124038,07200100100000,Bridgeport,CT,08000,2013,147629,2016,False,808701000,808701000,798853000,443937000,364764000,3451000,101308000,101308000,0,57214000,57214000,0,0,0,1274000,3269000,435943000,R,R,0.0,59,True,12.53,12.53,22.82,23.24,7.07,7.07,12.89,13.12,19.6,19.6,35.71,36.36
124214,09200100100000,Washington Dc,DC,50000,2013,672228,2016,False,12301497000,11556724000,11556724000,9030826000,2525898000,979765000,559765000,526197000,33568000,217719000,207858000,9861000,0,0,0,447400000,7603661000,R,R,0.0,159,True,4.84,4.55,6.2,7.36,1.88,1.77,2.41,2.86,6.73,6.32,8.61,10.23
124438,11202500300000,Savannah,GA,69000,2013,145674,2016,False,359101000,318197000,314983000,318197000,0,2133000,61083000,60214000,869000,26093000,25626000,467000,0,0,38677000,0,277387000,R,R,0.0,98,True,19.2,17.01,19.2,22.02,8.2,7.27,8.2,9.41,27.4,24.28,27.4,31.43
126027,15202900300000,Carmel,IN,10342,2013,88713,2016,False,112917000,90264000,90264000,90264000,0,0,17695000,17619000,76000,20811000,20811000,0,0,0,0,786000,89478000,R,R,0.0,57,True,19.6,15.67,19.6,19.78,23.06,18.43,23.06,23.26,42.66,34.1,42.66,43.03
126081,15207100800000,South Bend,IN,71000,2013,101516,2016,False,159675000,136526000,136526000,136526000,0,0,27642000,27547000,95000,23092000,23092000,0,0,0,0,529000,135997000,R,R,0.058,77,True,20.25,17.31,20.25,20.33,16.91,14.46,16.91,16.98,37.16,31.77,37.16,37.31
127810,19200900300000,Shreveport,LA,70000,2013,197204,2016,False,364716000,317278000,317161000,317278000,0,0,59106000,56195000,2911000,52827000,49731000,3096000,0,0,13251000,701000,303326000,R,R,0.0,91,True,18.63,16.21,18.63,19.49,16.65,14.48,16.65,17.42,35.28,30.69,35.28,36.9
128108,22201300100000,Boston,MA,07000,2013,667137,2016,False,3302121000,3096326000,2923980000,2019996000,1076330000,249195000,321048000,315480000,5568000,188586000,187091000,1495000,0,0,0,16567000,1754234000,R,R,0.0,111,True,10.37,9.72,15.89,18.3,6.09,5.71,9.34,10.75,16.46,15.43,25.23,29.05
128309,23205001400000,Warren,MI,84000,2013,135358,2016,False,167176000,144904000,144904000,144904000,0,0,35613000,35285000,328000,21916000,19768000,2148000,0,0,0,0,144904000,R,R,0.0,69,True,24.58,21.3,24.58,24.58,15.12,13.11,15.12,15.12,39.7,34.41,39.7,39.7
129295,25202500400000,Jackson,MS,36000,2013,170674,2016,False,248848000,212300000,212300000,212300000,0,3943000,32043000,28521000,3522000,20444000,18468000,1976000,0,0,19374000,466000,188517000,S,S,0.0,79,True,15.09,12.88,15.09,17.0,9.63,8.22,9.63,10.84,24.72,21.09,24.72,27.84
129515,26204800500000,Independence,MO,35000,2013,117255,2016,False,303991000,148463000,148463000,148463000,0,0,28403000,28403000,0,17233000,17233000,0,0,0,0,3363000,145100000,R,R,0.0,68,True,19.13,9.34,19.13,19.57,11.61,5.67,11.61,11.88,30.74,15.01,30.74,31.45
130835,31200700900000,Newark,NJ,51000,2013,281944,2016,False,800331000,757474000,713387000,757474000,0,2074000,137951000,137425000,526000,66857000,65118000,1739000,0,0,0,26210000,729190000,R,R,0.0,81,True,18.21,17.24,18.21,18.92,8.83,8.35,8.83,9.17,27.04,25.59,27.04,28.09
131239,33202800800000,Rochester,NY,63000,2013,209802,2016,False,1398983000,1370656000,1367903000,594551000,776105000,0,83335000,83288000,47000,46911000,46910000,1000,0,0,0,1595000,592956000,R,R,0.011,75,True,6.08,5.96,14.02,14.05,3.42,3.35,7.89,7.91,9.5,9.31,21.91,21.97
131717,34202600100000,Fayetteville,NC,22920,2013,201963,2016,False,473085000,208668000,207417000,208668000,0,250000,44325000,42682000,1643000,24510000,22536000,1974000,180000,0,9883000,0,198535000,R,R,0.0,104,True,21.24,9.37,21.24,22.33,11.75,5.18,11.75,12.35,32.99,14.55,32.99,34.67
131775,34209200200000,Cary,NC,10740,2013,159769,2016,False,268214000,234527000,234527000,234527000,0,0,21874000,21666000,208000,22835000,19101000,3734000,0,0,0,0,234527000,R,R,0.0,70,True,9.33,8.16,9.33,9.33,9.74,8.51,9.74,9.74,19.06,16.67,19.06,19.06
133222,38202000400000,Eugene,OR,23850,2013,163460,2016,False,509367000,248852000,246537000,248852000,0,0,48335000,48149000,186000,31660000,31561000,99000,0,0,9368000,0,239484000,R,R,0.0,83,True,19.42,9.49,19.42,20.18,12.72,6.22,12.72,13.22,32.15,15.7,32.15,33.4
133470,39200205600000,Pittsburgh,PA,61000,2013,304391,2016,False,540155000,540155000,540155000,540155000,0,0,79004000,79004000,0,53446000,53446000,0,0,0,0,14000000,526155000,R,R,0.0,62,True,14.63,14.63,14.63,15.02,9.89,9.89,9.89,10.16,24.52,24.52,24.52,25.17
133602,39205100100000,Philadelphia,PA,60000,2013,1567442,2016,False,6339468000,5409328000,5314929000,5314929000,94399000,551865000,649361000,634991000,14370000,207181000,200343000,6838000,0,0,258874000,1321547000,3182643000,R,R,0.0,133,True,12.0,10.24,12.22,20.4,3.83,3.27,3.9,6.51,15.83,13.51,16.12,26.91
135095,44202050300000,Pearland,TX,56348,2013,108821,2016,False,124723000,105681000,104321000,105681000,0,849000,16474000,16020000,454000,4386000,4130000,256000,0,0,0,4465000,100367000,R,R,0.0,80,True,15.59,13.21,15.59,16.41,4.15,3.52,4.15,4.37,19.74,16.73,19.74,20.78
135130,44205700400000,Carrollton,TX,13024,2013,133168,2016,False,150187000,128246000,121024000,128246000,0,0,22439000,21462000,977000,17047000,17047000,0,0,0,0,2443000,125803000,R,R,0.0,59,True,17.5,14.94,17.5,17.84,13.29,11.35,13.29,13.55,30.79,26.29,30.79,31.39
135132,44205702000000,Mesquite,TX,47892,2013,144788,2016,False,178704000,155688000,155688000,155688000,0,0,32620000,31559000,1061000,23346000,22847000,499000,0,0,2203000,1432000,152053000,R,R,0.032,77,True,20.95,18.25,20.95,21.45,15.0,13.06,15.0,15.35,35.95,31.32,35.95,36.81
135275,44221200500000,Tyler,TX,74144,2013,103700,2016,False,152852000,126658000,126658000,126658000,0,0,22305000,22219000,86000,14891000,14891000,0,0,0,7014000,0,119644000,R,R,0.0,74,True,17.61,14.59,17.61,18.64,11.76,9.74,11.76,12.45,29.37,24.33,29.37,31.09
135285,44222600100000,San Angelo,TX,64472,2013,100450,2016,False,161105000,102502000,102502000,102502000,0,55000,16315000,16315000,0,14250000,14250000,0,0,0,4784000,2679000,94984000,R,R,0.0,73,True,15.92,10.13,15.92,17.18,13.9,8.85,13.9,15.0,29.82,18.97,29.82,32.18
135293,44224000100000,Laredo,TX,41464,2013,255473,2016,False,454098000,357912000,357259000,357912000,0,4044000,55187000,54994000,193000,42864000,42854000,10000,0,0,18786000,14538000,320544000,R,R,0.0,102,True,15.42,12.15,15.42,17.22,11.98,9.44,11.98,13.37,27.4,21.59,27.4,30.59
135295,44224300400000,Wichita Falls,TX,79000,2013,104710,2016,False,149067000,116482000,116482000,116482000,0,0,20387000,20304000,83000,13090000,13090000,0,0,0,6405000,4796000,105281000,R,R,0.0,75,True,17.5,13.68,17.5,19.36,11.24,8.78,11.24,12.43,28.74,22.46,28.74,31.8
135298,44224600600000,Round Rock,TX,63500,2013,115997,2016,False,155749000,133710000,133710000,133710000,0,0,23098000,22938000,160000,14197000,13767000,430000,0,0,0,773000,132937000,R,R,0.0,65,True,17.27,14.83,17.27,17.38,10.62,9.12,10.62,10.68,27.89,23.95,27.89,28.05
136056,47211500100000,Hampton,VA,35000,2013,136454,2016,False,554067000,550067000,547928000,326353000,223714000,37007000,28240000,27711000,529000,21984000,20368000,1616000,0,0,0,5583000,283763000,R,R,0.0,100,True,5.13,5.1,8.65,9.95,4.0,3.97,6.74,7.75,9.13,9.06,15.39,17.7
